NAME,DIAGNOSE,TYPE
"flatulence, eructation, and gas pain",class_1,snomedct_us
complex regional pain syndrome type i of bilateral lower limbs,class_1,snomedct_us
rheumatism,class_1,snomedct_us
bilateral pain of joint of hands,class_1,snomedct_us
thoracic back pain,class_1,snomedct_us
night pain,class_1,snomedct_us
chronic primary visceral pain,class_1,snomedct_us
pain in right lower limb,class_1,snomedct_us
somatoform pain disorder,class_1,snomedct_us
foot pain,class_1,snomedct_us
pain following sexual intercourse,class_1,snomedct_us
diffuse pain,class_1,snomedct_us
assessment using mcgill pain questionnaire,class_1,snomedct_us
nuchal pain,class_1,snomedct_us
superficial pain,class_1,snomedct_us
disorder characterized by back pain,class_1,snomedct_us
pain radiating to upper abdomen,class_1,snomedct_us
subcostal pain,class_1,snomedct_us
pain when milk coming in,class_1,snomedct_us
finding of response to pain,class_1,snomedct_us
pain of right forearm,class_1,snomedct_us
acute pain in face,class_1,snomedct_us
thoracic facet joint pain,class_1,snomedct_us
degree of client satisfaction with pain management,class_1,snomedct_us
chronic pelvic pain of female,class_1,snomedct_us
pain of toe of right foot,class_1,snomedct_us
heavy pain,class_1,snomedct_us
pain radiating to jaw,class_1,snomedct_us
referral to back pain clinic,class_1,snomedct_us
pain medication review,class_1,snomedct_us
chest pain rating,class_1,snomedct_us
pain characterized by provoking factor,class_1,snomedct_us
myofascial pain syndrome of thoracic spine,class_1,snomedct_us
pain of toes of bilateral feet,class_1,snomedct_us
pain due to hip joint prosthesis,class_1,snomedct_us
psychogenic backache,class_1,snomedct_us
pain of left elbow joint,class_1,snomedct_us
renal angle pain,class_1,snomedct_us
affective dimension of pain,class_1,snomedct_us
pain in male perineum,class_1,snomedct_us
chronic neck pain for greater than 3 months,class_1,snomedct_us
chronic pain of right upper limb,class_1,snomedct_us
dull pain,class_1,snomedct_us
"pain, crushing",class_1,snomedct_us
left sided abdominal pain,class_1,snomedct_us
mcgill pain questionnaire score,class_1,snomedct_us
functional abdominal pain of childhood,class_1,snomedct_us
non-colicky abdominal pain,class_1,snomedct_us
abdominal muscle pain,class_1,snomedct_us
assessment using pain self efficacy questionnaire,class_1,snomedct_us
ovarian pain,class_1,snomedct_us
chronic neuropathic pain,class_1,snomedct_us
chronic central neuropathic pain,class_1,snomedct_us
pain of bilateral knee joints,class_1,snomedct_us
cutting pain,class_1,snomedct_us
right sided abdominal pain,class_1,snomedct_us
false labor pains,class_1,snomedct_us
persistent prosthetic joint pain,class_1,snomedct_us
pain diary,class_1,snomedct_us
chronic psychogenic pain,class_1,snomedct_us
subtalar joint pain,class_1,snomedct_us
phantom pain following amputation of upper limb,class_1,snomedct_us
assessment of pain control,class_1,snomedct_us
dallas pain questionnaire score,class_1,snomedct_us
upper abdominal pain,class_1,snomedct_us
arm pain,class_1,snomedct_us
pain onset during sleep,class_1,snomedct_us
low back pain in pregnancy,class_1,snomedct_us
acute back pain with sciatica,class_1,snomedct_us
intractable low back pain,class_1,snomedct_us
breastfeeding painful,class_1,snomedct_us
pain of right temporomandibular joint,class_1,snomedct_us
mittelschmerz,class_1,snomedct_us
pain during inflow of dialysate,class_1,snomedct_us
pain in lower limb on elevation,class_1,snomedct_us
pain of left arm only,class_1,snomedct_us
pain disorder with psychological factor,class_1,snomedct_us
seen by pain management service,class_1,snomedct_us
abdominal pain in early pregnancy,class_1,snomedct_us
complex regional pain syndrome type i of right lower limb,class_1,snomedct_us
pain provoked by coughing,class_1,snomedct_us
pain in testicle,class_1,snomedct_us
pain in esophagus (finding),class_1,snomedct_us
bilateral sacroiliac joint pain,class_1,snomedct_us
cervical nerve root pain,class_1,snomedct_us
joint pain in left hand,class_1,snomedct_us
arthralgia of the ankle and/or foot,class_1,snomedct_us
labor pain,class_1,snomedct_us
paroxysmal extreme pain disorder,class_1,snomedct_us
"pain, postoperative",class_1,snomedct_us
site of abdominal pain,class_1,snomedct_us
pain of shoulder girdle,class_1,snomedct_us
musculoskeletal decompression sickness,class_1,snomedct_us
chronic prostatitis with chronic pelvic pain syndrome,class_1,snomedct_us
recurrent abdominal pain,class_1,snomedct_us
distress from pain in labor,class_1,snomedct_us
pain of right breast,class_1,snomedct_us
stomach ache,class_1,snomedct_us
musculoskeletal chest pain,class_1,snomedct_us
increased pain,class_1,snomedct_us
biliary colic,class_1,snomedct_us
response to treatment shows partial pain relief,class_1,snomedct_us
chronic secondary oral pain,class_1,snomedct_us
pain of left temporomandibular joint,class_1,snomedct_us
crushing chest pain,class_1,snomedct_us
acute pain service,class_1,snomedct_us
lumbar facet joint pain,class_1,snomedct_us
post-herpetic polyneuropathy,class_1,snomedct_us
ability to cope with pain,class_1,snomedct_us
able to understand pain in body part,class_1,snomedct_us
post-vasectomy pain,class_1,snomedct_us
education about chronic pain,class_1,snomedct_us
"pain, burning",class_1,snomedct_us
primary chronic pain,class_1,snomedct_us
chronic musculoskeletal pain,class_1,snomedct_us
education on non-opioid pain medication,class_1,snomedct_us
perianal pain,class_1,snomedct_us
pain relief by walking,class_1,snomedct_us
pancreatic pain,class_1,snomedct_us
pain relief by lowering leg,class_1,snomedct_us
precordial pain,class_1,snomedct_us
neck pain co-occurrent with tenderness of neck following whiplash injury to neck,class_1,snomedct_us
posterior auricular pain,class_1,snomedct_us
pain of amputation stump of left upper limb,class_1,snomedct_us
pain from metastases,class_1,snomedct_us
pain in upper arm,class_1,snomedct_us
"low back pain, posterior compartment",class_1,snomedct_us
congenital pain insensitivity,class_1,snomedct_us
chronic pain following right total hip arthroplasty,class_1,snomedct_us
functional abdominal pain syndrome,class_1,snomedct_us
referral to epidural anesthesia for spinal pain,class_1,snomedct_us
pain in right thumb,class_1,snomedct_us
hospital-based outpatient pain clinic,class_1,snomedct_us
pain radiating to right flank,class_1,snomedct_us
pain following administration of agent,class_1,snomedct_us
pain radiating to thoracic region right side,class_1,snomedct_us
fracture pain,class_1,snomedct_us
hypochondrial pain,class_1,snomedct_us
temporomandibular joint dysfunction syndrome,class_1,snomedct_us
pain finding at anatomical site,class_1,snomedct_us
referred pain in face,class_1,snomedct_us
complex regional pain syndrome type ii of right lower limb,class_1,snomedct_us
abdominal pain,class_1,snomedct_us
pain on eye movement,class_1,snomedct_us
alteration in comfort: pain,class_1,snomedct_us
postpartum episiotomy pain,class_1,snomedct_us
absence of pain,class_1,snomedct_us
variation of pain,class_1,snomedct_us
pain management department,class_1,snomedct_us
pain in female genitalia,class_1,snomedct_us
central pain syndrome,class_1,snomedct_us
pain in right hip joint,class_1,snomedct_us
bilateral chronic pain of feet,class_1,snomedct_us
recurrent acute abdominal pain,class_1,snomedct_us
wong-baker faces pain assessment scale,class_1,snomedct_us
anterior pleuritic pain,class_1,snomedct_us
pain due to shoulder joint prosthesis,class_1,snomedct_us
mild pain,class_1,snomedct_us
pain relief by medication,class_1,snomedct_us
tissue pain,class_1,snomedct_us
difficulty coping with pain,class_1,snomedct_us
pain control education,class_1,snomedct_us
complex regional pain syndrome type i of right upper limb,class_1,snomedct_us
complex regional pain syndrome of hand,class_1,snomedct_us
microvascular angina,class_1,snomedct_us
periorbital pain of left eye,class_1,snomedct_us
no abdominal pain,class_1,snomedct_us
pain radiating to left shoulder,class_1,snomedct_us
very mild pain,class_1,snomedct_us
chronic peripheral neuropathic pain,class_1,snomedct_us
anal pain,class_1,snomedct_us
pain of head and neck region,class_1,snomedct_us
pelvic congestion syndrome,class_1,snomedct_us
headache,class_1,snomedct_us
chronic pain following right total knee arthroplasty,class_1,snomedct_us
pain of bilateral hands,class_1,snomedct_us
assessment using dallas pain questionnaire,class_1,snomedct_us
"pain, splitting",class_1,snomedct_us
seen by pain management specialist,class_1,snomedct_us
bilateral calf pain,class_1,snomedct_us
pain radiating to right arm,class_1,snomedct_us
abdominal wall pain,class_1,snomedct_us
bilateral pain in upper arms,class_1,snomedct_us
acute pain of joint of knee,class_1,snomedct_us
pain-relief static magnet,class_1,snomedct_us
bilateral hip joint pain,class_1,snomedct_us
chronic pain control,class_1,snomedct_us
pain of left shoulder joint,class_1,snomedct_us
ureteric pain,class_1,snomedct_us
beliefs about pain control questionnaire,class_1,snomedct_us
bilateral temporomandibular joint pain dysfunction syndrome,class_1,snomedct_us
crymodynia,class_1,snomedct_us
appendicular pain,class_1,snomedct_us
pain in male pelvis,class_1,snomedct_us
demonstrates adequate pain control with oral analgesics,class_1,snomedct_us
chronic pain of left foot,class_1,snomedct_us
pain in femur,class_1,snomedct_us
left hypochondrial pain,class_1,snomedct_us
pain of bilateral eyes,class_1,snomedct_us
pain due to internal prosthetic device,class_1,snomedct_us
urethral meatal pain,class_1,snomedct_us
under care of pain management nurse,class_1,snomedct_us
chronic pain in male pelvis,class_1,snomedct_us
short form mcgill pain questionnaire,class_1,snomedct_us
dyspareunia (female),class_1,snomedct_us
pain in urethra,class_1,snomedct_us
pain in limb,class_1,snomedct_us
admission by pain management specialist,class_1,snomedct_us
implementation of alternative methods of pain control,class_1,snomedct_us
referral to pain management nurse,class_1,snomedct_us
acromioclavicular joint pain,class_1,snomedct_us
persistent wound pain,class_1,snomedct_us
bilateral pain of shoulder blades,class_1,snomedct_us
pain of sternum,class_1,snomedct_us
identification of attitude toward pain,class_1,snomedct_us
diurnal variation of pain,class_1,snomedct_us
bilateral ankle joint pain,class_1,snomedct_us
sternoclavicular joint pain,class_1,snomedct_us
acute postthoracotomy pain syndrome,class_1,snomedct_us
time from onset of pain to administration of thrombolytic agent,class_1,snomedct_us
left temporomandibular joint pain dysfunction syndrome,class_1,snomedct_us
pain management education of caregiver,class_1,snomedct_us
family education about pain management,class_1,snomedct_us
sympathetically independent pain,class_1,snomedct_us
refer to pain clinic,class_1,snomedct_us
finding of pain of uterine contraction,class_1,snomedct_us
pain in finger,class_1,snomedct_us
sacral back pain,class_1,snomedct_us
pain in symphysis pubis in pregnancy,class_1,snomedct_us
hallucinations of pain,class_1,snomedct_us
assessment using manchester foot pain and disability index,class_1,snomedct_us
pain of left calf,class_1,snomedct_us
postoperative abdominal pain,class_1,snomedct_us
finding of sensory dimension of pain,class_1,snomedct_us
acute pelvic pain,class_1,snomedct_us
narcotic addiction medicine specialty with chronic pain management,class_1,snomedct_us
pain management education,class_1,snomedct_us
thigh pain,class_1,snomedct_us
phantom limb syndrome with pain,class_1,snomedct_us
chronic pain control management,class_1,snomedct_us
pulpalgia,class_1,snomedct_us
acute pain control education,class_1,snomedct_us
chronic musculoskeletal pain due to disease of nervous system,class_1,snomedct_us
myofascial pain syndrome of lumbar spine,class_1,snomedct_us
neuropathic pain,class_1,snomedct_us
post-surgery back pain,class_1,snomedct_us
colicky hypogastric pain,class_1,snomedct_us
pain in cervical spine,class_1,snomedct_us
pain in area of anesthesia,class_1,snomedct_us
toothache,class_1,snomedct_us
perineal pain,class_1,snomedct_us
no pain in liver,class_1,snomedct_us
loin pain,class_1,snomedct_us
pain in toe,class_1,snomedct_us
admission to pain management department,class_1,snomedct_us
chronic pain syndrome,class_1,snomedct_us
evaluation of psychosocial response to instruction about pain,class_1,snomedct_us
autosomal dominant intermediate charcot-marie-tooth disease with neuropathic pain,class_1,snomedct_us
chronic neck pain,class_1,snomedct_us
bilateral amputation stump pain of upper limbs,class_1,snomedct_us
epididymal pain,class_1,snomedct_us
generalized colicky abdominal pain,class_1,snomedct_us
wound pain,class_1,snomedct_us
sore to touch,class_1,snomedct_us
distal interphalangeal joint of finger pain,class_1,snomedct_us
non-cyclic pelvic pain,class_1,snomedct_us
london hospital pain chart assessment,class_1,snomedct_us
pain perception,class_1,snomedct_us
post-thoracotomy pain syndrome,class_1,snomedct_us
drilling quality pain,class_1,snomedct_us
pain level: psychological effects,class_1,snomedct_us
acute pain of scrotum,class_1,snomedct_us
chronic nociceptive pain,class_1,snomedct_us
eye pain,class_1,snomedct_us
chronic back pain greater than three months duration,class_1,snomedct_us
dallas pain questionnaire,class_1,snomedct_us
generalized acute body pains,class_1,snomedct_us
pain of left lower limb co-occurrent and due to ischemia,class_1,snomedct_us
pleuritic pain,class_1,snomedct_us
pelvic girdle pain,class_1,snomedct_us
referral to chronic pain management service,class_1,snomedct_us
pain of left knee joint,class_1,snomedct_us
right flank pain,class_1,snomedct_us
pain provoked by lifting,class_1,snomedct_us
pain of bilateral sternoclavicular joints,class_1,snomedct_us
shoulder pain,class_1,snomedct_us
pain in axilla,class_1,snomedct_us
pain in scrotum,class_1,snomedct_us
pain-relief phototherapy skin patch,class_1,snomedct_us
pain in spine,class_1,snomedct_us
"complex regional pain syndrome, type ii, lower limb",class_1,snomedct_us
sickening with pain,class_1,snomedct_us
pain due to enlargement of spleen,class_1,snomedct_us
burning epigastric pain,class_1,snomedct_us
lumbar discogenic pain,class_1,snomedct_us
pain management service,class_1,snomedct_us
sharp pain,class_1,snomedct_us
acute pain control assessment,class_1,snomedct_us
chronic ankle pain,class_1,snomedct_us
posterior heel pain,class_1,snomedct_us
chronic pain following left total hip arthroplasty,class_1,snomedct_us
pseudothalamic pain,class_1,snomedct_us
acute pain control,class_1,snomedct_us
retrosternal pain,class_1,snomedct_us
pain in finger of right hand,class_1,snomedct_us
nonspecific abdominal pain,class_1,snomedct_us
arc of pain in joint,class_1,snomedct_us
identification of cultural and value components related to pain management,class_1,snomedct_us
pain control,class_1,snomedct_us
loin pain-hematuria syndrome,class_1,snomedct_us
prostatitis category iii (national institute of health classification),class_1,snomedct_us
deficient knowledge of pain management,class_1,snomedct_us
neck pain aggravated by recumbency,class_1,snomedct_us
pain of endocrine structure,class_1,snomedct_us
myofascial pain syndrome of thorax,class_1,snomedct_us
labor and delivery non-medicinal pain relief plan,class_1,snomedct_us
high tolerance of pain,class_1,snomedct_us
referral by pain management specialist,class_1,snomedct_us
pain from tissue expander,class_1,snomedct_us
stabbing pain,class_1,snomedct_us
application site pain,class_1,snomedct_us
pain on movement of ovary,class_1,snomedct_us
acute thoracic back pain,class_1,snomedct_us
inguinal pain,class_1,snomedct_us
phantom pain,class_1,snomedct_us
history of chest pain,class_1,snomedct_us
midabdominal crampy pain,class_1,snomedct_us
orofacial pain management specialty,class_1,snomedct_us
demonstrates adequate pain control without oral analgesics,class_1,snomedct_us
pain on movement of pinna,class_1,snomedct_us
localized pain,class_1,snomedct_us
bilateral pain of inguinal region,class_1,snomedct_us
hsan type iv,class_1,snomedct_us
pain severity,class_1,snomedct_us
pain provoked by eating,class_1,snomedct_us
ankle pain,class_1,snomedct_us
left upper quadrant pain,class_1,snomedct_us
renal pain,class_1,snomedct_us
chest pain on exertion,class_1,snomedct_us
pain self-efficacy questionnaire,class_1,snomedct_us
no pain in abdominal region on palpation,class_1,snomedct_us
pain of right ankle joint,class_1,snomedct_us
inflammatory pain,class_1,snomedct_us
pelvic and perineal pain,class_1,snomedct_us
pain of lymph node,class_1,snomedct_us
pain on movement of uterus,class_1,snomedct_us
pain / sensation finding,class_1,snomedct_us
acute pain following mastectomy,class_1,snomedct_us
axis pressure pain,class_1,snomedct_us
pain relief by rest,class_1,snomedct_us
pain relief related to position,class_1,snomedct_us
pain in left lower limb,class_1,snomedct_us
atypical chest pain,class_1,snomedct_us
type of abdominal pain,class_1,snomedct_us
pain in right arm,class_1,snomedct_us
pain character,class_1,snomedct_us
complex regional pain syndrome type 2 of bilateral lower limbs,class_1,snomedct_us
cervical facet joint pain,class_1,snomedct_us
examination of pain sensation,class_1,snomedct_us
talonavicular joint pain,class_1,snomedct_us
polyarthralgia,class_1,snomedct_us
complex regional pain syndrome type ii of left upper limb,class_1,snomedct_us
pain control nurse,class_1,snomedct_us
rib pain,class_1,snomedct_us
assessment using pain catastrophizing scale,class_1,snomedct_us
mastodynia of bilateral breasts,class_1,snomedct_us
manchester foot pain and disability index score,class_1,snomedct_us
bilateral lower limb atherosclerosis pain at rest co-occurrent and due to atherosclerosis,class_1,snomedct_us
adult chronic pain management specialty,class_1,snomedct_us
phantom pain following excision of eye,class_1,snomedct_us
pain threshold - finding,class_1,snomedct_us
chronic female pelvic pain syndrome,class_1,snomedct_us
suxamethonium pains,class_1,snomedct_us
pain onset at rest,class_1,snomedct_us
pain of skin,class_1,snomedct_us
complex regional pain syndrome of foot,class_1,snomedct_us
pain at rest of right lower limb co-occurrent and due to atherosclerosis of bypass graft,class_1,snomedct_us
documentation of pain medication action plan,class_1,snomedct_us
spontaneous pain,class_1,snomedct_us
abdominal pain in pregnancy,class_1,snomedct_us
pain relief by supine position,class_1,snomedct_us
prostatic pain,class_1,snomedct_us
pain in thumb,class_1,snomedct_us
consultation for acute pain,class_1,snomedct_us
response to pain finding,class_1,snomedct_us
pain provoked by movement,class_1,snomedct_us
pain and sensation symptom findings,class_1,snomedct_us
able to communicate about pain,class_1,snomedct_us
discogenic pain,class_1,snomedct_us
hand joint pain,class_1,snomedct_us
post-vasectomy epididymal pain,class_1,snomedct_us
sexual pain disorder,class_1,snomedct_us
dull chest pain,class_1,snomedct_us
anal stump pain,class_1,snomedct_us
brief pain inventory score,class_1,snomedct_us
pain in fingers of bilateral hands,class_1,snomedct_us
pain of bilateral thighs,class_1,snomedct_us
dyschezia,class_1,snomedct_us
pain / sensation observable,class_1,snomedct_us
chronic low back pain,class_1,snomedct_us
fibromyalgia,class_1,snomedct_us
exquisite pain,class_1,snomedct_us
pain provoked by walking,class_1,snomedct_us
facet joint pain,class_1,snomedct_us
frequency of pain symptom,class_1,snomedct_us
narcotic addiction service with chronic pain management,class_1,snomedct_us
pain in left thumb,class_1,snomedct_us
pain of joint of right lower leg,class_1,snomedct_us
tenderness of gums,class_1,snomedct_us
chronic pain,class_1,snomedct_us
bilateral chronic pain following total hip arthroplasty,class_1,snomedct_us
pain of right shoulder blade,class_1,snomedct_us
complex regional pain syndrome type ii of left lower limb,class_1,snomedct_us
chronic sacroiliac joint pain,class_1,snomedct_us
bilateral total knee chronic pain following arthroplasty,class_1,snomedct_us
satisfied with management of pain,class_1,snomedct_us
referral to pain management specialist,class_1,snomedct_us
gradual onset of pain,class_1,snomedct_us
able to understand generalized pain,class_1,snomedct_us
radicular pain,class_1,snomedct_us
pain on movement of skeletal muscle,class_1,snomedct_us
umbilical pain,class_1,snomedct_us
chronic pain in coccyx for more than three months,class_1,snomedct_us
assessment of chest pain,class_1,snomedct_us
freezing pain,class_1,snomedct_us
acute pain in female pelvis,class_1,snomedct_us
distressing present pain,class_1,snomedct_us
excessive sensitivity to pain,class_1,snomedct_us
pain during labor and delivery,class_1,snomedct_us
vulvodynia,class_1,snomedct_us
"low back pain, postural",class_1,snomedct_us
radiating pain,class_1,snomedct_us
pain of left breast,class_1,snomedct_us
pain on movement of skin,class_1,snomedct_us
pain on penetration,class_1,snomedct_us
pain provoked by rest,class_1,snomedct_us
costal margin chest pain,class_1,snomedct_us
abdominal colic,class_1,snomedct_us
shoulder joint pain,class_1,snomedct_us
pain of truncal structure,class_1,snomedct_us
pain provoked by allergen,class_1,snomedct_us
right sided chest pain,class_1,snomedct_us
period pain absent,class_1,snomedct_us
after pains,class_1,snomedct_us
pain management,class_1,snomedct_us
severe pain,class_1,snomedct_us
angina decubitus,class_1,snomedct_us
pain radiating to left arm,class_1,snomedct_us
pain threshold,class_1,snomedct_us
pain of right elbow joint,class_1,snomedct_us
bilateral foot joint pain,class_1,snomedct_us
chronic pain following left total knee arthroplasty,class_1,snomedct_us
able to cope with pain,class_1,snomedct_us
total body pain syndrome,class_1,snomedct_us
horrible present pain,class_1,snomedct_us
pain in round ligament in pregnancy,class_1,snomedct_us
able to manage generalized pain,class_1,snomedct_us
chest pain not present,class_1,snomedct_us
chest pain at rest,class_1,snomedct_us
rebound tenderness,class_1,snomedct_us
pain of right acromioclavicular joint,class_1,snomedct_us
pain radiating to left leg,class_1,snomedct_us
able to recognize generalized pain,class_1,snomedct_us
pain intensity rating scale,class_1,snomedct_us
ischemic foot pain when walking,class_1,snomedct_us
chronic nonspecific abdominal pain,class_1,snomedct_us
chronic urinary bladder pain,class_1,snomedct_us
pediatric chronic pain management service,class_1,snomedct_us
bilateral elbow joint pain,class_1,snomedct_us
acute low back pain,class_1,snomedct_us
implementation of pain guidelines,class_1,snomedct_us
finding related to ability to cope with pain,class_1,snomedct_us
pain in right abdominal lumbar region,class_1,snomedct_us
rectal pain,class_1,snomedct_us
bone pain,class_1,snomedct_us
low tolerance of pain,class_1,snomedct_us
myalgia,class_1,snomedct_us
pain catastrophizing scale score,class_1,snomedct_us
hand pain,class_1,snomedct_us
pain due to knee joint prosthesis,class_1,snomedct_us
pain of uterus,class_1,snomedct_us
demonstrates adequate pain control,class_1,snomedct_us
pain relief by antacid,class_1,snomedct_us
post-abdominoperineal resection pain,class_1,snomedct_us
pain of left shoulder blade,class_1,snomedct_us
chronic pain of left upper limb,class_1,snomedct_us
knowledge level about pain management,class_1,snomedct_us
arthralgia,class_1,snomedct_us
right hypochondrial pain,class_1,snomedct_us
pain score,class_1,snomedct_us
pain observable,class_1,snomedct_us
characteristics of pain of truncal structure,class_1,snomedct_us
chronic pain due to injury,class_1,snomedct_us
chronic intractable pain,class_1,snomedct_us
bilateral testicular pain,class_1,snomedct_us
"postoperative pain, acute",class_1,snomedct_us
ipecac emesis administration and observation,class_2,snomedct_us
functional nausea,class_2,snomedct_us
syndromic congenital sodium diarrhea,class_2,snomedct_us
postoperative nausea and vomiting,class_2,snomedct_us
diarrhea due to staphylococcus,class_2,snomedct_us
trichohepatoenteric syndrome,class_2,snomedct_us
drug-induced nausea and vomiting,class_2,snomedct_us
dehydration of tissue specimen,class_2,snomedct_us
psychogenic diarrhea,class_2,snomedct_us
chronic diarrhea of infants and/or young children,class_2,snomedct_us
nausea and vomiting following administration of anesthetic agent,class_2,snomedct_us
vomiting in infants and/or children,class_2,snomedct_us
inflammatory diarrhea,class_2,snomedct_us
mild dehydration,class_2,snomedct_us
bilious vomiting of newborn,class_2,snomedct_us
diarrhea due to drug,class_2,snomedct_us
nausea care,class_2,snomedct_us
vomiting fecal matter,class_2,snomedct_us
history of severe nausea and vomiting following administration of anesthetic agent,class_2,snomedct_us
persistent vomiting,class_2,snomedct_us
neonatal diarrhea,class_2,snomedct_us
pattern of overeating and vomiting,class_2,snomedct_us
erotic vomiting,class_2,snomedct_us
osmotic diarrhea,class_2,snomedct_us
xerostomia due to dehydration,class_2,snomedct_us
moderate dehydration,class_2,snomedct_us
at risk of dehydration,class_2,snomedct_us
glycerol dehydration test,class_2,snomedct_us
allergic diarrhea,class_2,snomedct_us
toddler diarrhea,class_2,snomedct_us
dysentery,class_2,snomedct_us
hemorrhagic diarrhea,class_2,snomedct_us
clostridium difficile diarrhea,class_2,snomedct_us
absence of nausea and vomiting,class_2,snomedct_us
neonatal dehydration,class_2,snomedct_us
accident due to lack of water,class_2,snomedct_us
"diarrhea 4, malabsorptive, congenital",class_2,snomedct_us
diarrheal disorder,class_2,snomedct_us
purpura due to prolonged vomiting and/or coughing,class_2,snomedct_us
loss of abdominal skin turgor,class_2,snomedct_us
at risk of diarrhea,class_2,snomedct_us
vomiting associated with other psychological disturbances,class_2,snomedct_us
vomiting bile,class_2,snomedct_us
spurious diarrhea - overflow,class_2,snomedct_us
coffee ground vomiting,class_2,snomedct_us
hyperalimentation formula for severe diarrhea,class_2,snomedct_us
malnutrition-dehydration cataract,class_2,snomedct_us
"infantile erythroderma, failure to thrive and diarrhea syndrome",class_2,snomedct_us
irritable bowel syndrome variant of childhood with diarrhea,class_2,snomedct_us
hiv enteropathy,class_2,snomedct_us
functional diarrhea,class_2,snomedct_us
diarrhea,class_2,snomedct_us
education about dehydration,class_2,snomedct_us
emesis basin,class_2,snomedct_us
nausea and vomiting status: disruptive effects,class_2,snomedct_us
vomiting in newborn,class_2,snomedct_us
vomiting food,class_2,snomedct_us
level of nausea,class_2,snomedct_us
chronic vomiting,class_2,snomedct_us
epidemic vomiting syndrome,class_2,snomedct_us
dysenteric diarrhea,class_2,snomedct_us
raw-milk associated diarrhea,class_2,snomedct_us
vomiting co-occurrent and due to infectious disease,class_2,snomedct_us
chronic diarrhea with villous atrophy syndrome,class_2,snomedct_us
defecation reflex - spurious diarrhea,class_2,snomedct_us
irritable bowel syndrome with diarrhea,class_2,snomedct_us
"bovine diarrhea virus, type 1",class_2,snomedct_us
hypertension and/or vomiting complicating pregnancy childbirth and/or puerperium,class_2,snomedct_us
cyclical vomiting syndrome,class_2,snomedct_us
isonatremic dehydration,class_2,snomedct_us
hypokalemic alkalosis due to diarrhea,class_2,snomedct_us
assessment of nausea,class_2,snomedct_us
dehydration due to radiation,class_2,snomedct_us
viral gastroenteritis,class_2,snomedct_us
diarrhea due to laxative abuse,class_2,snomedct_us
hyperemesis gravidarum,class_2,snomedct_us
"vomiting, postoperative",class_2,snomedct_us
dehydration fever in newborn,class_2,snomedct_us
diarrhea care management,class_2,snomedct_us
vomiting due to organic disease during pregnancy,class_2,snomedct_us
infantile diarrhea,class_2,snomedct_us
anxiety about vomiting in public,class_2,snomedct_us
congenital secretory diarrhea,class_2,snomedct_us
carcinoid syndrome diarrhea,class_2,snomedct_us
emesis bag,class_2,snomedct_us
erosion of teeth due to persistent vomiting,class_2,snomedct_us
chronic diarrhea due to glucoamylase deficiency,class_2,snomedct_us
diarrhea and vomiting after gastrointestinal tract surgery,class_2,snomedct_us
hematemesis,class_2,snomedct_us
no vomiting,class_2,snomedct_us
management of dehydration,class_2,snomedct_us
dehydration,class_2,snomedct_us
antibiotic-associated diarrhea,class_2,snomedct_us
diarrhea care education,class_2,snomedct_us
assessment of risk for dehydration,class_2,snomedct_us
acute diarrhea,class_2,snomedct_us
rapadilino syndrome,class_2,snomedct_us
"congenital secretory diarrhea, sodium type (disorder)",class_2,snomedct_us
severe dehydration,class_2,snomedct_us
epidemic diarrhea,class_2,snomedct_us
tendency to nausea and vomiting,class_2,snomedct_us
diarrhea care,class_2,snomedct_us
enteric campylobacteriosis,class_2,snomedct_us
chronic constipation with overflow,class_2,snomedct_us
"vertigo, acute onset with vomiting and inability to stand",class_2,snomedct_us
non-infective diarrhea,class_2,snomedct_us
postoperative nausea,class_2,snomedct_us
secretory diarrhea,class_2,snomedct_us
diarrhea of presumed infectious origin,class_2,snomedct_us
insulin-dependent diabetes mellitus secretory diarrhea syndrome,class_2,snomedct_us
effortless vomiting,class_2,snomedct_us
vomiting blood - fresh,class_2,snomedct_us
prototheca diarrhea,class_2,snomedct_us
dehydration following exertion,class_2,snomedct_us
congenital chronic diarrhea with protein-losing enteropathy,class_2,snomedct_us
vomiting after gastrointestinal tract surgery,class_2,snomedct_us
jamaican vomiting sickness,class_2,snomedct_us
nebraska calf diarrhea virus,class_2,snomedct_us
psychogenic cyclical vomiting,class_2,snomedct_us
psychogenic vomiting,class_2,snomedct_us
radiation-induced nausea and vomiting,class_2,snomedct_us
acute vomiting,class_2,snomedct_us
diarrhea care assessment,class_2,snomedct_us
vomiting of pregnancy,class_2,snomedct_us
dietetic diarrhea,class_2,snomedct_us
nausea and vomiting control behavior,class_2,snomedct_us
increased nausea and vomiting,class_2,snomedct_us
vomiting during third trimester of pregnancy,class_2,snomedct_us
diarrhea-associated hemolytic uremic syndrome,class_2,snomedct_us
brainerd diarrhea,class_2,snomedct_us
nervous diarrhea,class_2,snomedct_us
no dehydration,class_2,snomedct_us
functional vomiting in childhood,class_2,snomedct_us
decreased nausea and vomiting,class_2,snomedct_us
non-infective neonatal diarrhea,class_2,snomedct_us
concealed vomiting,class_2,snomedct_us
intermittent vomiting,class_2,snomedct_us
radiation sickness,class_2,snomedct_us
repeated self-induced vomiting,class_2,snomedct_us
constipation alternates with diarrhea,class_2,snomedct_us
chronic infantile diarrhea due to guanylate cyclase 2c overactivity,class_2,snomedct_us
no nausea,class_2,snomedct_us
vomiting,class_2,snomedct_us
projectile vomiting,class_2,snomedct_us
intractable cyclical vomiting syndrome,class_2,snomedct_us
