NAME,CUI,VOCABULARY_SOURCE,DIAGNOSE,OCCURENCE
Streptococcus pneumoniae Danish serotype 15B IgG,C4318661,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 1 IgG,C0487608,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 14 IgG,C0487610,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 23F IgG,C0487612,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7F IgG,C0487617,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 9N IgG,C0487619,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 12F IgG,C0487609,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19F IgG,C0487611,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 3 IgG,C0487613,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 8 IgG,C0487618,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 4 IgG,C0487614,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19B IgG,C4482298,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 33F IgG,C4482290,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 9V IgG,C4318712,SNOMEDCT_US,pneumonia,0
Mycoplasma pneumoniae encephalitis,C4707240,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae polysaccharide antibody,C0443694,SNOMEDCT_US,pneumonia,0
Allergy to pneumococcal vaccine,C0571562,SNOMEDCT_US,pneumonia,0
Sepsis without acute organ dysfunction caused by Streptococcus pneumoniae,C4520289,SNOMEDCT_US,pneumonia,0
Klebsiella pneumoniae subspecies pneumoniae or Raoultella planticola,C5229339,SNOMEDCT_US,pneumonia,0
Klebsiella pneumoniae subspecies pneumoniae or Raoultella planticola or Raoultella terrigena,C4274004,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 28A,C2732887,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 15A,C2732938,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 41A,C3697106,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 12A,C3697388,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 32A,C3697491,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 47A,C3697547,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 16A,C3697669,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18A,C3698520,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 25A,C3697166,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 22A,C2711541,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 33A,C2711542,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 17A,C3696883,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 35A,C3697688,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 24A,C3698022,SNOMEDCT_US,pneumonia,0
KPC-2 producing Klebsiella pneumoniae,C4076369,SNOMEDCT_US,pneumonia,0
Mycoplasma pneumoniae present,C2585971,SNOMEDCT_US,pneumonia,0
Otitis media caused by Streptococcus pneumoniae,C4303152,SNOMEDCT_US,pneumonia,0
Klebsiella pneumoniae or Klebsiella oxytoca,C3839855,SNOMEDCT_US,pneumonia,0
Chlamydia pneumoniae RNA,C1291192,SNOMEDCT_US,pneumonia,0
Sinusitis caused by Streptococcus pneumoniae,C4303153,SNOMEDCT_US,pneumonia,0
Myelitis caused by Mycoplasma pneumoniae,C5396488,SNOMEDCT_US,pneumonia,0
Klebsiella pneumoniae complex,C5438171,SNOMEDCT_US,pneumonia,0
Streptococcus acidominimus or Streptococcus pneumoniae,C5229262,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 10F,C2711391,SNOMEDCT_US,pneumonia,0
Penicillin resistant Streptococcus pneumoniae,C1444104,SNOMEDCT_US,pneumonia,0
Chlamydia pneumoniae IgA level,C1273334,SNOMEDCT_US,pneumonia,0
Chlamydia pneumoniae RNA assay,C1294111,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae rRNA assay,C1294139,SNOMEDCT_US,pneumonia,0
Chlamydia pneumoniae antigen assay,C1294928,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae antigen assay,C1294960,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 29,C1295885,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 10,C1532931,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 9,C1562120,SNOMEDCT_US,pneumonia,0
Chlamydia pneumoniae DNA assay,C1294110,SNOMEDCT_US,pneumonia,0
Mycoplasma pneumoniae rRNA assay,C1294132,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 17,C1295883,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 16,C1295884,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 9L,C1628314,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6F,C4706440,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 18,C1633978,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 19,C1265302,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 39,C2733553,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 27,C3698510,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 11C,C3698559,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 31,C2732723,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 7 antibody,C1291933,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 10B,C1996964,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 13,C1997698,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 15,C1532743,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 23,C1532747,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 38,C1532749,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 15C,C2732936,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 22,C1285566,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 9A,C1636195,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 32,C3697403,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19C,C3697404,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 44,C3696926,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 47F,C3697012,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 15F,C3697050,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 42,C3697913,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 21,C3698098,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6C,C3697188,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 12B,C3697189,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 25,C3697254,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7B,C3697374,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 25F,C3697572,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 41,C3697687,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 24B,C3697878,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 48,C3698071,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 35C,C3698310,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 35F,C3698405,SNOMEDCT_US,pneumonia,0
Chlamydia pneumoniae IgM level,C1277872,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 33,C1532748,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 40,C1532751,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 6,C1532752,SNOMEDCT_US,pneumonia,0
Chlamydia pneumoniae IgG level,C1277871,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7C,C3696952,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 33D,C3697510,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 43,C3697729,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 24,C3697895,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 11D,C3697964,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 45,C3698058,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 32F,C3698408,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 41F,C3698495,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 24F,C3698573,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 20,C1532746,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 11,C1285567,SNOMEDCT_US,pneumonia,0
Carbapenem resistant Klebsiella pneumoniae,C2960635,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 12,C1265301,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 34,C1562552,SNOMEDCT_US,pneumonia,0
Carbapenemase-producing Klebsiella pneumoniae,C5396916,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 23B,C1997392,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 35,C1998089,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae antibody,C1294542,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 20B,C4706445,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6E,C4706439,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 11E,C4706443,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 33E,C4706444,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6H,C4706442,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 7,C2711904,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6D,C4305015,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 33C,C3696949,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 46,C3697062,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 11B,C3697519,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 35B,C3697991,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 36,C3698151,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18B,C3698258,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 33B,C3696965,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 10C,C3697118,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 11F,C3697227,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 47,C3697316,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 28F,C2732888,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 28,C2732893,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6G,C4706441,SNOMEDCT_US,pneumonia,0
Multiple drug-resistant Klebsiella pneumoniae,C4075455,SNOMEDCT_US,pneumonia,0
Mycoplasma pneumoniae DNA assay,C1294131,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 37,C3698439,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae capsular polysaccharide antigen conjugated,C4075102,SNOMEDCT_US,pneumonia,0
Gemella species or Streptococcus pneumoniae,C4274007,SNOMEDCT_US,pneumonia,0
Requires vaccination against Streptococcus pneumoniae,C5566423,SNOMEDCT_US,pneumonia,0
Multiple drug-resistant Streptococcus pneumoniae,C1444103,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae 19 antibody assay,C1294549,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae serogroup 7 antibody,C1294558,SNOMEDCT_US,pneumonia,0
Erythema multiforme due to Mycoplasma pneumoniae infection,C5395941,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae serogroup 12 antibody,C1294544,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae serogroup 23 antibody,C1294551,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 9 antibody,C2733221,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae capsular polysaccharide antigen,C1291905,SNOMEDCT_US,pneumonia,0
Drug resistant Streptococcus pneumoniae disease,C4075262,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae serogroup 9 antibody,C1294561,SNOMEDCT_US,pneumonia,0
Left hip joint arthritis caused by Streptococcus pneumoniae,C5547897,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae or Streptococcus viridans group,C4273994,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 11A capsular polysaccharide antigen,C5575166,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7A capsular polysaccharide antigen,C4708123,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6A capsular polysaccharide antigen,C1291901,SNOMEDCT_US,pneumonia,0
"Klebsiella species, not Klebsiella pneumoniae and not Klebsiella oxytoca",C4303969,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 1 antibody,C1294543,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 14 antibody,C1294546,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 18C antibody,C1294547,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 19F antibody,C1294550,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 3 antibody,C1294553,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 4 antibody,C1294554,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 12F antibody,C1294545,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 18F antibody,C1294548,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 7F antibody,C1294559,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 23F antibody,C1294552,SNOMEDCT_US,pneumonia,0
Invasive drug resistant Streptococcus pneumoniae disease,C1320215,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae capsular polysaccharide virulence factor,C1291900,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae antigen-containing vaccine product,C5394974,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 9N antibody,C1294562,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae group A antigen assay,C1294961,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae group B antigen assay,C1294962,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae capsular polysaccharide antigen unconjugated,C5566338,SNOMEDCT_US,pneumonia,0
Alpha-hemolytic Streptococcus not Streptococcus pneumoniae,C4075670,SNOMEDCT_US,pneumonia,0
AmpC beta-lactamase producing Klebsiella pneumoniae,C5396945,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 6B antibody,C1294557,SNOMEDCT_US,pneumonia,0
Measurement of Streptococcus pneumoniae Danish serotype 8 antibody,C1294560,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19A capsular polysaccharide conjugated antigen,C5439504,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6A capsular polysaccharide antigen conjugated,C5566352,SNOMEDCT_US,pneumonia,0
Gemella morbillorum or Streptococcus acidominimus or Streptococcus pneumoniae,C4274006,SNOMEDCT_US,pneumonia,0
Left shoulder region pneumococcal arthritis,C5547895,SNOMEDCT_US,pneumonia,0
Streptococcus mitis or Streptococcus oralis or Streptococcus pneumoniae,C5229261,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 11A capsular polysaccharide unconjugated antigen,C5230671,SNOMEDCT_US,pneumonia,0
Multiple drug-resistant Klebsiella pneumoniae subsp. ozaenae,C4075671,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 20 capsular polysaccharide antigen,C5230693,SNOMEDCT_US,pneumonia,0
Right hip joint arthritis caused by Streptococcus pneumoniae,C5547896,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18c capsular polysaccharide antigen conjugated,C5230715,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 9V capsular polysaccharide antigen conjugated,C5230719,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 5 capsular polysaccharide antigen conjugated,C5230721,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7F capsular polysaccharide antigen conjugated,C5230723,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 14 capsular polysaccharide antigen conjugated,C5230714,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 23F capsular polysaccharide antigen conjugated,C5230717,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 4 capsular polysaccharide antigen conjugated,C5230720,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 1 capsular polysaccharide antigen conjugated,C5230695,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19F capsular polysaccharide antigen conjugated,C5230716,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6B capsular polysaccharide antigen conjugated,C5230722,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 3 capsular polysaccharide antigen conjugated,C5566351,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 12F capsular polysaccharide antigen,C1291887,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18C capsular polysaccharide antigen,C1291888,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19F capsular polysaccharide antigen,C1291889,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 23F capsular polysaccharide antigen,C1291890,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 9N capsular polysaccharide antigen,C1291893,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7F capsular polysaccharide antigen,C1291898,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6B capsular polysaccharide antigen,C1291899,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 5 capsular polysaccharide antigen,C5575165,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 15B capsular polysaccharide antigen,C5575167,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 14 capsular polysaccharide antigen,C4708126,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 1 capsular polysaccharide antigen,C4708130,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 33F capsular polysaccharide unconjugated antigen,C5230668,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 3 capsular polysaccharide antigen,C4708128,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 4 capsular polysaccharide antigen,C4708131,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 8 capsular polysaccharide antigen,C4708124,SNOMEDCT_US,pneumonia,0
Right shoulder region pneumococcal arthritis,C5547898,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 5 capsular polysaccharide unconjugated antigen,C5230669,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 15B capsular polysaccharide unconjugated antigen,C5230672,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 1 capsular polysaccharide antigen unconjugated,C5566339,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18c capsular polysaccharide antigen unconjugated,C5566341,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 14 capsular polysaccharide antigen unconjugated,C5566343,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 9N capsular polysaccharide antigen unconjugated,C5566344,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 3 capsular polysaccharide antigen unconjugated,C5566346,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 23F capsular polysaccharide antigen unconjugated,C5566348,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7F capsular polysaccharide antigen unconjugated,C5566349,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 8 capsular polysaccharide antigen unconjugated,C5566350,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 12F capsular polysaccharide antigen unconjugated,C5566340,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6B capsular polysaccharide antigen unconjugated,C5566342,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19F capsular polysaccharide antigen unconjugated,C5566345,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 4 capsular polysaccharide antigen unconjugated,C5566347,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19A capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231234,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6A capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231227,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 4 capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231225,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 14 capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231228,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 23F capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231232,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18C capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231235,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18C capsular polysaccharide antigen conjugated to Clostridium tetani toxoid protein,C5231243,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19F capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae toxoid protein,C5231244,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 5 capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231224,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 9V capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231229,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6B capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231231,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 1 capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231223,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 3 capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231226,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7F capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231230,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19F capsular polysaccharide antigen conjugated to Corynebacterium diphtheriae CRM197 protein,C5231233,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 14 capsular polysaccharide antigen conjugated to nontypeable Haemophilus influenzae protein D,C5231219,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 5 capsular polysaccharide antigen conjugated to nontypeable Haemophilus influenzae protein D,C5231220,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 1 capsular polysaccharide antigen conjugated to nontypeable Haemophilus influenzae protein D,C5231215,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 23F capsular polysaccharide antigen conjugated to nontypeable Haemophilus influenzae protein D,C5231216,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 4 capsular polysaccharide antigen conjugated to nontypeable Haemophilus influenzae protein D,C5231218,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7F capsular polysaccharide antigen conjugated to nontypeable Haemophilus influenzae protein D,C5231221,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6B capsular polysaccharide antigen conjugated to nontypeable Haemophilus influenzae protein D,C5231217,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 9V capsular polysaccharide antigen conjugated to nontypeable Haemophilus influenzae protein D,C5231222,SNOMEDCT_US,pneumonia,0
Administration of pneumococcal 7-valent conjugate vaccine,C4544136,SNOMEDCT_US,pneumonia,0
Administration of pneumococcal 13-valent conjugate vaccine,C4759623,SNOMEDCT_US,pneumonia,0
Pneumococcal conjugate vaccination,C3661918,SNOMEDCT_US,pneumonia,0
No Streptococcus pneumoniae Isolated,C4759487,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 35D,C5549686,SNOMEDCT_US,pneumonia,0
Anaphylaxis caused by vaccine product containing Streptococcus pneumoniae antigen,C5549835,SNOMEDCT_US,pneumonia,0
