NAME,CUI,VOCABULARY_SOURCE,DIAGNOSE,OCCURENCE
Chronic pelvic pain of female,C0404484,SNOMEDCT_US,pain,0
Myofascial low back pain,C3267173,SNOMEDCT_US,pain,0
Chronic idiopathic pain syndrome,C4285670,SNOMEDCT_US,pain,0
Demonstrates adequate pain control,C5548091,SNOMEDCT_US,pain,0
Microvascular Angina,C0206064,MTH,pain,0
Finding of pain of uterine contraction,C0567147,SNOMEDCT_US,pain,0
Myofascial pain syndrome of lower back,C0458116,SNOMEDCT_US,pain,0
Education on self-management of pain,C4759625,SNOMEDCT_US,pain,0
Phantom limb syndrome with pain,C3814878,MTH,pain,0
Pain crisis,C0231225,SNOMEDCT_US,pain,7
Lumbosacral nerve root pain,C0522257,SNOMEDCT_US,pain,0
Chronic idiopathic anal pain,C0267515,SNOMEDCT_US,pain,0
Central crushing chest pain,C0458102,SNOMEDCT_US,pain,0
Distal radioulnar joint pain,C0458229,SNOMEDCT_US,pain,0
First metatarsophalangeal joint pain,C0458235,SNOMEDCT_US,pain,0
Lesser metatarsophalangeal joint pain,C0458236,SNOMEDCT_US,pain,0
Persistent prosthetic joint pain,C0410816,SNOMEDCT_US,pain,0
Chronic nonspecific abdominal pain,C0400882,SNOMEDCT_US,pain,0
Back pain prevention education,C0556556,SNOMEDCT_US,pain,0
Right iliac fossa pain,C0476306,SNOMEDCT_US,pain,0
Recurrent acute abdominal pain,C0476308,SNOMEDCT_US,pain,0
Acute thoracic back pain,C0423685,SNOMEDCT_US,pain,0
"Low Back Pain, Posterior Compartment",C0423689,MSH,pain,0
Pain behavior present,C1828439,SNOMEDCT_US,pain,0
Bilateral hip joint pain,C2108709,SNOMEDCT_US,pain,0
Bilateral elbow joint pain,C2220045,SNOMEDCT_US,pain,0
Bilateral shoulder joint pain,C2184203,SNOMEDCT_US,pain,0
Bilateral pain in upper arms,C2032142,SNOMEDCT_US,pain,0
Pain in bilateral lower legs,C2032151,SNOMEDCT_US,pain,0
Periorbital pain of left eye,C2053484,SNOMEDCT_US,pain,0
Periorbital pain of right eye,C2053485,SNOMEDCT_US,pain,0
Low back pain in pregnancy,C3839171,SNOMEDCT_US,pain,0
Post-mastectomy chronic pain syndrome,C4075447,SNOMEDCT_US,pain,0
Able to communicate about pain,C5141201,SNOMEDCT_US,pain,0
Deficient knowledge of pain management,C3875029,SNOMEDCT_US,pain,0
Identification of attitude toward pain,C4038713,SNOMEDCT_US,pain,0
Assessment of knowledge about pain,C4040019,SNOMEDCT_US,pain,0
Liaising with pain management specialist,C4041192,SNOMEDCT_US,pain,0
Abdominal pain in early pregnancy,C1281941,SNOMEDCT_US,pain,0
Joint pain in left hand,C4047545,SNOMEDCT_US,pain,0
Joint pain in right hand,C4047544,SNOMEDCT_US,pain,0
Post-herpetic polyneuropathy,C0153025,SNOMEDCT_US,pain,0
Abdominal pain worse on motion,C0277970,SNOMEDCT_US,pain,0
Alteration in comfort: chronic pain,C0231385,SNOMEDCT_US,pain,0
Back pain worse on sneezing,C0423678,SNOMEDCT_US,pain,0
Finding of present pain intensity,C0578068,SNOMEDCT_US,pain,0
Varni-Thompson pediatric pain questionnaire,C0582679,SNOMEDCT_US,pain,0
Interphalangeal joint of toe pain,C0458237,SNOMEDCT_US,pain,0
Myofascial pain syndrome of thorax,C0458114,SNOMEDCT_US,pain,0
Referral to pain management service,C0583979,SNOMEDCT_US,pain,0
Referral to back pain clinic,C0586679,SNOMEDCT_US,pain,0
Pain during outflow of dialysate,C0403569,SNOMEDCT_US,pain,0
Acute back pain with sciatica,C0423677,SNOMEDCT_US,pain,0
Seen by pain management specialist,C0583547,SNOMEDCT_US,pain,0
Discharge by pain management specialist,C0584260,SNOMEDCT_US,pain,0
Additional pain and sensation observations,C0560168,SNOMEDCT_US,pain,0
Admission by pain management specialist,C0583136,SNOMEDCT_US,pain,0
Seen by pain management nurse,C0583638,SNOMEDCT_US,pain,0
Seen by pain management service,C0583688,SNOMEDCT_US,pain,0
Referral by pain management specialist,C0583826,SNOMEDCT_US,pain,0
Referral by pain management nurse,C0583916,SNOMEDCT_US,pain,0
Discharge by pain management nurse,C0584356,SNOMEDCT_US,pain,0
Referral to pain management nurse,C0584187,SNOMEDCT_US,pain,0
Referral to acute pain service,C0585241,SNOMEDCT_US,pain,0
Pain in round ligament in pregnancy,C3840206,SNOMEDCT_US,pain,0
Administration of analgesic,C0262176,SNOMEDCT_US,pain,0
Assessment of psychological response to pain,C4039433,SNOMEDCT_US,pain,0
Assessment of knowledge of pain management,C4039468,SNOMEDCT_US,pain,0
Dallas pain questionnaire score,C2960435,SNOMEDCT_US,pain,0
Chronic pain control management,C1443473,SNOMEDCT_US,pain,0
Acute pain control management,C1443468,SNOMEDCT_US,pain,0
Chronic pain control assessment,C1443471,SNOMEDCT_US,pain,0
Chronic pain control education,C1443472,SNOMEDCT_US,pain,0
Acute pain control assessment,C1443469,SNOMEDCT_US,pain,0
Acute pain control education,C1443470,SNOMEDCT_US,pain,0
Chronic thoracic back pain,C3662084,SNOMEDCT_US,pain,0
Generalized colicky abdominal pain,C1300119,SNOMEDCT_US,pain,0
Electric shock type pain,C4509826,SNOMEDCT_US,pain,0
Bilateral acromioclavicular joint pain,C4751105,SNOMEDCT_US,pain,0
Chronic urinary bladder pain,C5192392,SNOMEDCT_US,pain,0
Chronic primary generalized pain,C4546300,SNOMEDCT_US,pain,0
Chronic mechanical visceral pain,C4546309,SNOMEDCT_US,pain,0
Chronic secondary facial pain,C4546314,SNOMEDCT_US,pain,0
Brief pain inventory score,C2732532,SNOMEDCT_US,pain,0
Acceptable pain level status,C1960642,SNOMEDCT_US,pain,0
Chronic primary musculoskeletal pain,C4546301,SNOMEDCT_US,pain,0
Bilateral foot joint pain,C4281046,SNOMEDCT_US,pain,0
Functional abdominal pain syndrome,C3266155,SNOMEDCT_US,pain,0
Chronic primary orofacial pain,C4546303,SNOMEDCT_US,pain,0
Chronic central neuropathic pain,C4546312,SNOMEDCT_US,pain,0
Chronic sacroiliac joint pain,C5190491,SNOMEDCT_US,pain,0
Bilateral temporomandibular joint pain,C4544099,SNOMEDCT_US,pain,0
Intractable low back pain,C4038989,SNOMEDCT_US,pain,0
Chronic primary visceral pain,C4546299,SNOMEDCT_US,pain,0
Chronic peripheral neuropathic pain,C4546313,SNOMEDCT_US,pain,0
Chronic secondary oral pain,C4546315,SNOMEDCT_US,pain,0
Working through the pain of grief,C0557919,SNOMEDCT_US,pain,0
Finding of sensory dimension of pain,C0578061,SNOMEDCT_US,pain,0
Finding of affective dimension of pain,C0578062,SNOMEDCT_US,pain,0
Referred pain in shoulder from abdomen,C0423611,SNOMEDCT_US,pain,0
Pain level,C0518087,SNOMEDCT_US,pain,150
Pain of lymph node,C0578050,MTH,pain,0
Complex regional pain syndrome of hand,C0343267,SNOMEDCT_US,pain,0
Acute pain following mastectomy,C4520454,SNOMEDCT_US,pain,0
Orofacial pain management specialty,C5699821,SNOMEDCT_US,pain,0
Bilateral sacroiliac joint pain,C4047549,SNOMEDCT_US,pain,0
Bilateral ankle joint pain,C4047548,SNOMEDCT_US,pain,0
Chronic pain of left foot,C4509718,SNOMEDCT_US,pain,0
Drugs used in neuropathic pain,C1319667,SNOMEDCT_US,pain,0
Disorder characterized by back pain,C1302248,SNOMEDCT_US,pain,0
Chronic pain in male pelvis,C3662083,SNOMEDCT_US,pain,0
Bilateral chronic pain of feet,C4751174,SNOMEDCT_US,pain,0
Bilateral periorbital pain of eyes,C5191888,SNOMEDCT_US,pain,0
Neuropathic pain due to radiation,C4039640,SNOMEDCT_US,pain,0
Cancer pain and symptom management,C1531820,SNOMEDCT_US,pain,0
Female deep pain on intercourse,C5229452,SNOMEDCT_US,pain,0
Chronic pain of right foot,C4509720,SNOMEDCT_US,pain,0
Ischemic foot with rest pain,C4076177,SNOMEDCT_US,pain,0
Acute pain due to injury,C2316722,SNOMEDCT_US,pain,0
Feature of present pain intensity,C1286324,SNOMEDCT_US,pain,0
Able to tolerate generalized pain,C4274583,SNOMEDCT_US,pain,0
Able to recognize generalized pain,C4274605,SNOMEDCT_US,pain,0
Able to understand generalized pain,C4274578,SNOMEDCT_US,pain,0
Able to manage generalized pain,C4274622,SNOMEDCT_US,pain,0
Chronic pain due to injury,C2316723,SNOMEDCT_US,pain,0
Acute pain in female pelvis,C2317372,SNOMEDCT_US,pain,0
Bilateral pain of inguinal region,C4750931,SNOMEDCT_US,pain,0
Bilateral pain of shoulder blades,C4751106,SNOMEDCT_US,pain,0
Joint pain of pelvic region,C4076174,SNOMEDCT_US,pain,0
Pain in spine,C0423673,SNOMEDCT_US,pain,0
Psychogenic backache,C0577663,SNOMEDCT_US,pain,0
Pain in forearm,C0239667,SNOMEDCT_US,pain,0
Short form McGill pain questionnaire,C0457972,SNOMEDCT_US,pain,0
Pain score,C0582148,SNOMEDCT_US,pain,8
Characteristics of pain of truncal structure,C1286319,SNOMEDCT_US,pain,0
Acute pain of joint of knee,C3839361,SNOMEDCT_US,pain,0
History of pain of multiple joints,C3532476,SNOMEDCT_US,pain,0
Bilateral pain of joint of hands,C5192488,SNOMEDCT_US,pain,0
Compensated movement at site of pain,C1828383,SNOMEDCT_US,pain,0
Characteristic of pain at anatomical site,C1286316,SNOMEDCT_US,pain,0
Functional abdominal pain of childhood,C5686418,SNOMEDCT_US,pain,0
Pain due to internal prosthetic device,C0436092,SNOMEDCT_US,pain,0
Pain in lumbar spine,C0423681,MTH,pain,0
Chronic pain due to malignant neoplastic disease,C4544056,SNOMEDCT_US,pain,0
No pain in abdominal region on palpation,C5395763,SNOMEDCT_US,pain,0
Family education about pain management,C4038780,SNOMEDCT_US,pain,0
Liaising about pain management plan,C4041454,SNOMEDCT_US,pain,0
Education on non-opioid pain medication,C4721262,SNOMEDCT_US,pain,0
Pain diary,C0451366,SNOMEDCT_US,pain,1
Pain rehabilitation,C0458264,SNOMEDCT_US,pain,0
Pain in left arm,C0564820,MTH,pain,0
Pain in right arm,C0564821,MTH,pain,0
Discharge from pain management service,C0584464,SNOMEDCT_US,pain,0
Beliefs about pain control questionnaire,C0582615,SNOMEDCT_US,pain,0
London hospital pain chart assessment,C0451271,SNOMEDCT_US,pain,0
Myofascial pain syndrome of thoracic spine,C4751058,SNOMEDCT_US,pain,0
Myofascial pain syndrome of lumbar spine,C4751057,SNOMEDCT_US,pain,0
Pain of left temporomandibular joint,C2032363,SNOMEDCT_US,pain,0
Pain of right temporomandibular joint,C2032434,SNOMEDCT_US,pain,0
Pain in male genitalia,C0458104,SNOMEDCT_US,pain,0
Distal interphalangeal joint of finger pain,C0458231,SNOMEDCT_US,pain,0
Complex regional pain syndrome of knee,C0343266,SNOMEDCT_US,pain,0
Complex regional pain syndrome of foot,C0343265,SNOMEDCT_US,pain,0
Under care of pain management nurse,C0583464,SNOMEDCT_US,pain,0
Proximal interphalangeal joint of finger pain,C0458230,SNOMEDCT_US,pain,0
Referred to acute chest pain clinic,C0581036,SNOMEDCT_US,pain,0
Under care of pain management specialist,C0583366,SNOMEDCT_US,pain,0
Palliative procedure for pancreatic pain relief,C0400580,SNOMEDCT_US,pain,0
Evaluation of response to pain management interventions,C1269704,SNOMEDCT_US,pain,0
Evaluation of response to pain management instruction,C1269703,SNOMEDCT_US,pain,0
Implementation of alternative methods of pain control,C1269712,SNOMEDCT_US,pain,0
Pain in thumb,C0241394,SNOMEDCT_US,pain,0
Pain in thyroid,C0542134,SNOMEDCT_US,pain,0
Pain in femur,C0578451,SNOMEDCT_US,pain,0
Brief pain coping inventory score,C2959533,SNOMEDCT_US,pain,0
Assessment using Dallas pain questionnaire,C2960312,SNOMEDCT_US,pain,0
Knowledge level about pain management,C2585941,SNOMEDCT_US,pain,0
Pediatric chronic pain management service,C5229979,SNOMEDCT_US,pain,0
Visual analog scale pain score,C2732809,SNOMEDCT_US,pain,0
Adult chronic pain management service,C5229980,SNOMEDCT_US,pain,0
Geriatric chronic pain management service,C5229981,SNOMEDCT_US,pain,0
Chronic pain after cancer treatment,C5230193,SNOMEDCT_US,pain,0
Pediatric chronic pain management specialty,C5230003,SNOMEDCT_US,pain,0
Assessment using McGill pain questionnaire,C2959503,SNOMEDCT_US,pain,0
Ischemic foot pain when walking,C4075863,SNOMEDCT_US,pain,0
Assessment using brief pain inventory,C2960682,SNOMEDCT_US,pain,0
Chronic female pelvic pain syndrome,C4543114,SNOMEDCT_US,pain,0
Adult chronic pain management specialty,C5230004,SNOMEDCT_US,pain,0
Geriatric chronic pain management specialty,C5230008,SNOMEDCT_US,pain,0
Pain co-occurrent and due to varicose veins of left leg,C4047625,SNOMEDCT_US,pain,0
Pain co-occurrent and due to varicose veins of right leg,C4047600,SNOMEDCT_US,pain,0
Finding related to pain control behavior,C1443467,SNOMEDCT_US,pain,0
Verbal Rating Scale for pain intensity,C5547406,SNOMEDCT_US,pain,0
Chronic pain of left upper limb,C4509719,SNOMEDCT_US,pain,0
Phantom pain following excision of eye,C4038876,SNOMEDCT_US,pain,0
Phantom pain following amputation of penis,C4041132,SNOMEDCT_US,pain,0
Stated pain intensity within acceptable range,C1828229,SNOMEDCT_US,pain,0
Acute exacerbation of chronic abdominal pain,C2919655,SNOMEDCT_US,pain,0
Referral to chronic pain management service,C4545626,SNOMEDCT_US,pain,0
Peripheral vascular disease with rest pain,C1996961,SNOMEDCT_US,pain,0
AVPU - alert voice pain unresponsive scale,C3165076,SNOMEDCT_US,pain,0
Psychosocial dysfunction due to chronic pain,C3662105,SNOMEDCT_US,pain,0
Bilateral chronic pain of upper limbs,C4706630,SNOMEDCT_US,pain,0
Chronic pain of right upper limb,C4509721,SNOMEDCT_US,pain,0
Complete pain relief response to treatment,C3874258,SNOMEDCT_US,pain,0
Manchester foot pain and disability index,C2960415,SNOMEDCT_US,pain,0
Wong-Baker FACES pain assessment scale,C4305328,SNOMEDCT_US,pain,0
Cryoanalgesia,C0524318,SNOMEDCT_US,pain,0
Pain / sensation finding,C0234185,MTH,pain,0
Referral to epidural anesthesia for spinal pain,C1563106,SNOMEDCT_US,pain,0
Degree of client satisfaction with pain management,C2585416,SNOMEDCT_US,pain,0
Able to manage pain in body part,C4274620,SNOMEDCT_US,pain,0
Able to recognize pain in body part,C4274600,SNOMEDCT_US,pain,0
Able to tolerate pain in body part,C4274582,SNOMEDCT_US,pain,0
Able to understand pain in body part,C4274576,SNOMEDCT_US,pain,0
Neck pain due to malignant neoplastic disease,C4038936,SNOMEDCT_US,pain,0
Chronic pain following surgical procedure for cancer,C4546304,SNOMEDCT_US,pain,0
Alimentary tract pain due to vascular insufficiency,C0267397,SNOMEDCT_US,pain,0
Documentation of pain medication action plan,C3495078,SNOMEDCT_US,pain,0
Left temporomandibular joint pain dysfunction syndrome,C4750779,SNOMEDCT_US,pain,0
Right temporomandibular joint pain dysfunction syndrome,C4750540,SNOMEDCT_US,pain,0
Pain and tenderness,C0234242,SNOMEDCT_US,pain,4
Pain observable,C1320390,SNOMEDCT_US,pain,0
Finding related to ability to cope with pain,C1287063,SNOMEDCT_US,pain,0
Characteristics of pain of head and neck region,C1286317,SNOMEDCT_US,pain,0
Pain in cervical spine,C0423674,SNOMEDCT_US,pain,0
Chronic pelvic pain without obvious pathology,C0458112,SNOMEDCT_US,pain,0
Chronic Prostatitis with Chronic Pelvic Pain Syndrome,C1723764,MSH,pain,0
"Complex regional pain syndrome, type II, upper limb",C1443291,SNOMEDCT_US,pain,0
Evaluation of psychosocial response to instruction about pain,C4040901,SNOMEDCT_US,pain,0
Earache,C0013456,MTH,pain,2
Pain of cervix,C0567230,SNOMEDCT_US,pain,0
Pain of sternum,C0575503,SNOMEDCT_US,pain,0
Low back pain co-occurrent with neuralgia of left sciatic nerve,C5230063,SNOMEDCT_US,pain,0
University of Alabama at Birmingham pain behavior scale (assessment scale),C3472644,MTH,pain,0
Assessment using brief pain coping inventory,C2960463,SNOMEDCT_US,pain,0
Verbal Rating Scale pain intensity score,C5547405,SNOMEDCT_US,pain,0
Assessment using visual analog pain scale,C2960689,SNOMEDCT_US,pain,0
Assessment using pain self efficacy questionnaire,C2959756,SNOMEDCT_US,pain,0
Bilateral temporomandibular joint pain dysfunction syndrome,C4750693,SNOMEDCT_US,pain,0
Prostatitis category III (National Institute of Health classification),C5551563,MTH,pain,0
Pain co-occurrent and due to varicose veins of bilateral legs,C4047626,SNOMEDCT_US,pain,0
Pain of left shoulder joint,C0241039,SNOMEDCT_US,pain,0
Pain of right shoulder joint,C0241040,SNOMEDCT_US,pain,0
Pain in upper arm,C0839476,SNOMEDCT_US,pain,1
Phantom pain following amputation of lower limb,C4039150,SNOMEDCT_US,pain,0
Continuous abdominal pain of left lower quadrant,C3873252,SNOMEDCT_US,pain,0
Complex regional pain syndrome of lower limb,C4543483,SNOMEDCT_US,pain,0
Phantom pain following amputation of upper limb,C4039070,SNOMEDCT_US,pain,0
Bilateral amputation stump pain of lower limbs,C5547597,SNOMEDCT_US,pain,0
Chronic musculoskeletal pain due to persistent inflammation,C4546307,SNOMEDCT_US,pain,0
Chronic visceral pain due to persistent inflammation,C4546311,SNOMEDCT_US,pain,0
Referral to rapid access chest pain clinic,C1278470,SNOMEDCT_US,pain,0
Seen in rapid access chest pain clinic,C1278496,SNOMEDCT_US,pain,0
Demonstrates adequate pain control with oral analgesics,C1827764,SNOMEDCT_US,pain,0
Manchester foot pain and disability index score,C2960416,SNOMEDCT_US,pain,0
Response to treatment shows partial pain relief,C3873600,SNOMEDCT_US,pain,0
Bilateral amputation stump pain of upper limbs,C5547594,SNOMEDCT_US,pain,0
Chronic visceral pain due to vascular disorder,C4546310,SNOMEDCT_US,pain,0
Narcotic addiction service with chronic pain management,C5229982,SNOMEDCT_US,pain,0
Demonstrates adequate pain control without oral analgesics,C1827459,SNOMEDCT_US,pain,0
Pain Catastrophizing Scale,C4273905,SNOMEDCT_US,pain,0
Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain,C4755257,SNOMEDCT_US,pain,0
Able to recognize own emotional pain and distress,C4274601,SNOMEDCT_US,pain,0
Vaso-occlusive pain episode in sickle cell disease,C4708695,SNOMEDCT_US,pain,0
Crymodynia,C0522244,SNOMEDCT_US,pain,0
Pain on penetration,C0423746,SNOMEDCT_US,pain,0
Pain control nurse,C0557532,SNOMEDCT_US,pain,0
Pain management specialist,C0586849,SNOMEDCT_US,pain,0
Pain management department,C0587486,SNOMEDCT_US,pain,0
Pain management service,C0587604,SNOMEDCT_US,pain,1
Pain on eye movement,C0239430,SNOMEDCT_US,pain,0
Anesthesia and pain medication during labor plan,C4082135,SNOMEDCT_US,pain,0
Chronic neck pain for greater than 3 months,C4076102,SNOMEDCT_US,pain,0
Time from onset of pain to call for help,C3164804,SNOMEDCT_US,pain,0
Labor and delivery non-medicinal pain relief plan,C4082136,SNOMEDCT_US,pain,0
Identification of cultural and value components related to pain management,C1269709,SNOMEDCT_US,pain,0
Pain in left lower limb,C0564822,SNOMEDCT_US,pain,0
Pain in right lower limb,C0564823,SNOMEDCT_US,pain,0
Pain in hallux,C1644184,SNOMEDCT_US,pain,0
Pain in pinna,C5230789,SNOMEDCT_US,pain,0
Pain in chin,C3532891,SNOMEDCT_US,pain,0
Pain in sacrum,C5547845,SNOMEDCT_US,pain,0
Family history of backache,C2316195,SNOMEDCT_US,pain,0
Pain from metastases,C1269642,SNOMEDCT_US,pain,0
Pain management (specialty),C1273541,SNOMEDCT_US,pain,0
Pain medication review,C3266236,SNOMEDCT_US,pain,0
Pain / sensation observable,C1286314,SNOMEDCT_US,pain,0
Pain control behavior,C0518061,SNOMEDCT_US,pain,0
Abbey Pain Scale,C4706384,SNOMEDCT_US,pain,0
Pain of left forearm,C2126412,SNOMEDCT_US,pain,0
Pain of right forearm,C2126411,SNOMEDCT_US,pain,0
Pain on tooth percussion,C5396268,SNOMEDCT_US,pain,0
Toothache,C0040460,MTH,pain,0
Arthralgia of the ankle and/or foot,C0423658,SNOMEDCT_US,pain,0
Complex regional pain syndrome type II of left upper limb,C2921598,SNOMEDCT_US,pain,0
Complex regional pain syndrome type II of right upper limb,C2921599,SNOMEDCT_US,pain,0
Chronic pain following left total hip arthroplasty,C4509796,SNOMEDCT_US,pain,0
Chronic pain following left total knee arthroplasty,C4509797,SNOMEDCT_US,pain,0
Bilateral chronic pain following total hip arthroplasty,C4706631,SNOMEDCT_US,pain,0
Bilateral total knee chronic pain following arthroplasty,C4509795,SNOMEDCT_US,pain,0
Chronic pain following right total hip arthroplasty,C4509798,SNOMEDCT_US,pain,0
Chronic pain following right total knee arthroplasty,C4509799,SNOMEDCT_US,pain,0
pain of left arm only,C2032333,MTH,pain,0
pain of right arm only,C2032401,MTH,pain,0
Pain of oral cavity structure,C0578051,MTH,pain,0
Hereditary sensory and autonomic neuropathy type 7,C3809882,SNOMEDCT_US,pain,0
Pain of left hand,C2032351,SNOMEDCT_US,pain,0
Pain of left wrist,C2167935,SNOMEDCT_US,pain,0
Pain in left foot,C2141243,SNOMEDCT_US,pain,0
Pain in right hand,C2032420,SNOMEDCT_US,pain,0
Pain in right foot,C2016977,SNOMEDCT_US,pain,0
Greater trochanteric pain syndrome of left lower limb,C4545238,SNOMEDCT_US,pain,0
Greater trochanteric pain syndrome of right lower limb,C4545239,SNOMEDCT_US,pain,0
Bilateral greater trochanteric pain syndrome of lower limbs,C4545237,SNOMEDCT_US,pain,0
Chronic sacral pain for greater than three months,C3662081,SNOMEDCT_US,pain,0
Narcotic addiction medicine specialty with chronic pain management,C5230005,SNOMEDCT_US,pain,0
Demonstrates adequate pain control throughout the perioperative period,C1301557,SNOMEDCT_US,pain,0
Assessment using Manchester foot pain and disability index,C2960596,SNOMEDCT_US,pain,0
"Complex regional pain syndrome, type II, lower limb",C1443290,SNOMEDCT_US,pain,0
Pain in area of anesthesia,C0474367,SNOMEDCT_US,pain,0
Pain provoked by eating,C1960724,SNOMEDCT_US,pain,0
Chronic pain in coccyx for more than three months,C3662095,SNOMEDCT_US,pain,0
Chronic musculoskeletal pain due to disease of nervous system,C4546308,SNOMEDCT_US,pain,0
Pain of shoulder girdle,C5566310,SNOMEDCT_US,pain,0
Pain of left breast,C2032341,SNOMEDCT_US,pain,0
Pain radiating to neck,C1960989,SNOMEDCT_US,pain,0
Pain of right breast,C2228804,SNOMEDCT_US,pain,0
Pain due to arthritis,C5545366,SNOMEDCT_US,pain,0
Pain and symptom management,C1273397,SNOMEDCT_US,pain,5
Time from onset of pain to administration of thrombolytic agent,C1272237,SNOMEDCT_US,pain,0
Right upper limb pain co-occurrent and due to ischemia,C4706623,SNOMEDCT_US,pain,0
History of pain at rest due to peripheral vascular disease,C5230309,SNOMEDCT_US,pain,0
Low back pain co-occurrent and due to bilateral sciatica,C4510611,SNOMEDCT_US,pain,0
Complex regional pain syndrome type II of left lower limb,C3863922,SNOMEDCT_US,pain,0
Complex regional pain syndrome type II of right lower limb,C3863921,SNOMEDCT_US,pain,0
Pain control techniques education,C0204955,SNOMEDCT_US,pain,0
Pain in limb - multiple,C0565592,SNOMEDCT_US,pain,0
Pain of endocrine structure,C0578054,SNOMEDCT_US,pain,0
Pain of cardiovascular structure,C0578048,SNOMEDCT_US,pain,0
Pain of lymphoreticular structure,C0578049,SNOMEDCT_US,pain,0
Pain of respiratory structure,C0578045,SNOMEDCT_US,pain,0
Pain of digestive structure,C0578052,SNOMEDCT_US,pain,0
Pain coping strategies questionnaire,C0582650,SNOMEDCT_US,pain,0
Pain on joint movement,C0575033,SNOMEDCT_US,pain,0
Pain of truncal structure,C0578056,SNOMEDCT_US,pain,0
Pain of left upper limb co-occurrent and due to ischemia,C4706624,SNOMEDCT_US,pain,0
Pain from tissue expander,C0406881,SNOMEDCT_US,pain,0
Pain of left calf,C2032367,SNOMEDCT_US,pain,0
Pain of left heel,C2032349,SNOMEDCT_US,pain,0
Pain of left eye,C2141086,SNOMEDCT_US,pain,0
Pain of bilateral eyes,C2032148,SNOMEDCT_US,pain,0
Pain in right heel,C2032418,SNOMEDCT_US,pain,0
Pain of right calf,C2032437,SNOMEDCT_US,pain,0
Pain of right eye,C2201627,SNOMEDCT_US,pain,0
Limb pain at rest due to atherosclerosis of artery of lower limb,C5230761,SNOMEDCT_US,pain,0
Pain of left thigh,C2896456,SNOMEDCT_US,pain,0
Pain of right wrist,C2895043,SNOMEDCT_US,pain,0
Pain of right thigh,C2896455,SNOMEDCT_US,pain,0
Chronic back pain greater than three months duration,C3662035,SNOMEDCT_US,pain,0
Pain of left knee joint,C2142181,MTH,pain,0
Pain of right knee joint,C2202235,MTH,pain,0
Pain caused by breast implant,C0405495,SNOMEDCT_US,pain,0
Pain of bilateral knee joints,C2220048,SNOMEDCT_US,pain,0
Pain provoked by running,C1960729,SNOMEDCT_US,pain,0
Pain provoked by breathing,C1960722,SNOMEDCT_US,pain,0
Pain tolerance level finding,C1288121,SNOMEDCT_US,pain,0
Pain following sexual intercourse,C1827628,SNOMEDCT_US,pain,0
Pain by sensation quality,C1444779,SNOMEDCT_US,pain,0
Pain intensity rating scale,C1960637,SNOMEDCT_US,pain,0
Pain provoked by allergen,C1960720,SNOMEDCT_US,pain,0
Pain provoked by coughing,C1960723,SNOMEDCT_US,pain,0
Pain provoked by lifting,C1960731,SNOMEDCT_US,pain,0
Pain radiating to jaw,C1960980,SNOMEDCT_US,pain,2
Pain provoked by altercation,C1960721,SNOMEDCT_US,pain,0
Pain provoked by temperature,C1960730,SNOMEDCT_US,pain,0
Pain provoked by movement,C1960727,SNOMEDCT_US,pain,0
Pain provoked by walking,C1960732,SNOMEDCT_US,pain,0
Pain provoked by exertion,C1960725,SNOMEDCT_US,pain,0
Pain in female pelvis,C1960888,SNOMEDCT_US,pain,0
Pain provoked by light,C1960726,SNOMEDCT_US,pain,0
Pain radiating to head,C1960979,SNOMEDCT_US,pain,0
Pain relief by antacid,C1997206,SNOMEDCT_US,pain,0
Pain relief by walking,C1997791,SNOMEDCT_US,pain,0
Pain relief by rest,C1998249,SNOMEDCT_US,pain,0
Pain relief by medication,C1998289,SNOMEDCT_US,pain,0
Pain on tooth palpation,C5396286,SNOMEDCT_US,pain,0
Pain relieved by analgesic,C3872550,SNOMEDCT_US,pain,0
Pain in male pelvis,C3874368,SNOMEDCT_US,pain,0
Pain provoked by trauma,C3872898,SNOMEDCT_US,pain,0
Pain onset during sleep,C1997983,SNOMEDCT_US,pain,0
Pain level: psychological effects,C0518879,SNOMEDCT_US,pain,0
Pain onset at rest,C1997935,SNOMEDCT_US,pain,0
Pain Catastrophizing Scale score,C4274410,SNOMEDCT_US,pain,0
Pain control care plan,C4544238,SNOMEDCT_US,pain,0
McGill Pain Questionnaire score,C4305047,SNOMEDCT_US,pain,0
Pain-relief static magnet,C3876820,SNOMEDCT_US,pain,0
Abbey Pain Scale score,C4749354,SNOMEDCT_US,pain,0
Pain Self-efficacy Questionnaire,C4075347,SNOMEDCT_US,pain,0
Complex regional pain syndrome type I of left lower limb,C2118348,SNOMEDCT_US,pain,0
Complex regional pain syndrome type I of left upper limb,C2118346,SNOMEDCT_US,pain,0
Complex regional pain syndrome type I of right lower limb,C2118347,SNOMEDCT_US,pain,0
Complex regional pain syndrome type I of right upper limb,C2118345,SNOMEDCT_US,pain,0
Pain of left hip joint,C2141922,SNOMEDCT_US,pain,0
Pain in left thumb,C4047529,SNOMEDCT_US,pain,0
Pain of bilateral forearms,C4280830,SNOMEDCT_US,pain,0
Pain of bilateral hands,C4281047,SNOMEDCT_US,pain,0
Pain of bilateral thighs,C4280833,SNOMEDCT_US,pain,0
Pain following radiation therapy,C4520350,SNOMEDCT_US,pain,0
Pain in right thumb,C4047528,SNOMEDCT_US,pain,0
Pain of left acromioclavicular joint,C2167173,SNOMEDCT_US,pain,0
