NAME,CUI,VOCABULARY_SOURCE,DIAGNOSE,OCCURENCE
Anemia due to insect venom,C0272100,SNOMEDCT_US,anemia,0
Anemia due to physical agent,C0272101,SNOMEDCT_US,anemia,0
Anemia due to pantothenic deficiency,C0272015,SNOMEDCT_US,anemia,0
Anemia due to niacin deficiency,C0272016,SNOMEDCT_US,anemia,0
Anemia due to mechanical damage,C0272091,SNOMEDCT_US,anemia,0
Anemia due to multiple mechanisms,C0272010,SNOMEDCT_US,anemia,0
Anemia due to riboflavin deficiency,C0272014,SNOMEDCT_US,anemia,0
Anemia due to copper deficiency,C0272019,SNOMEDCT_US,anemia,0
Anemia due to zinc deficiency,C0272020,SNOMEDCT_US,anemia,0
Anemia secondary to renal failure,C0588179,SNOMEDCT_US,anemia,0
Adenosine deaminase superactivity,C0340960,MTH,anemia,0
Anemia in end stage renal disease,C1561829,SNOMEDCT_US,anemia,0
HNSHA due to phosphofructokinase deficiency,C0272065,SNOMEDCT_US,anemia,0
HNSHA due to pyrimidine-5'-nucleotidase deficiency,C0272073,SNOMEDCT_US,anemia,0
Anemia caused by antineoplastic agent,C5547288,SNOMEDCT_US,anemia,0
Anemia related to disturbed DNA synthesis,C0271935,SNOMEDCT_US,anemia,0
Anemia due to vitamin A deficiency,C0272012,SNOMEDCT_US,anemia,0
Anemia due to vitamin E deficiency,C0272018,SNOMEDCT_US,anemia,0
"Anemia in mother complicating pregnancy, childbirth AND/OR puerperium",C0269684,SNOMEDCT_US,anemia,0
Hemoglobinopathy Toms River,C5190689,SNOMEDCT_US,anemia,0
HNSHA due to glutathione synthetase deficiency,C0272072,SNOMEDCT_US,anemia,0
HNSHA due to diphosphoglycerate mutase deficiency,C0272069,SNOMEDCT_US,anemia,0
HNSHA due to phosphoglycerate kinase deficiency,C0272068,SNOMEDCT_US,anemia,0
Anemia due to pentose phosphate pathway defect,C0272061,SNOMEDCT_US,anemia,0
Anemia due to intrinsic red cell abnormality,C0272030,SNOMEDCT_US,anemia,0
Anemia due to and following chemotherapy,C4708167,SNOMEDCT_US,anemia,0
Anemia following acute postoperative blood loss,C4074923,SNOMEDCT_US,anemia,0
Anemia due to chronic infectious disease,C5230175,SNOMEDCT_US,anemia,0
Anemia in chronic kidney disease stage 4,C4273456,SNOMEDCT_US,anemia,0
Anemia in chronic kidney disease stage 5,C4273455,SNOMEDCT_US,anemia,0
Anemia due to disturbance of hemoglobin synthesis,C0271976,SNOMEDCT_US,anemia,0
HNSHA due to glucose phosphate isomerase deficiency,C0272064,SNOMEDCT_US,anemia,0
HNSHA due to decreased adenosine deaminase activity,C0272075,SNOMEDCT_US,anemia,0
"Autoimmune hemolytic anemia, autoimmune thrombocytopenia, primary immunodeficiency syndrome",C5543159,SNOMEDCT_US,anemia,0
"Drug-induced immune hemolytic anemia, hapten type",C1264011,SNOMEDCT_US,anemia,0
"Pancreatic insufficiency, dyserythropoietic anemia, calvarial hyperostosis syndrome",C4302747,SNOMEDCT_US,anemia,0
Anemia co-occurrent with human immunodeficiency virus infection,C4076216,SNOMEDCT_US,anemia,0
HNSHA due to gamma glutamyl cysteine synthetase deficiency,C0272071,SNOMEDCT_US,anemia,0
"Anemia, pre-end stage renal disease on erythropoietin protocol",C3472694,SNOMEDCT_US,anemia,0
Anemia due to chronic kidney disease stage 1,C5438213,SNOMEDCT_US,anemia,0
HNSHA due to NADH diaphorase deficiency,C0272076,SNOMEDCT_US,anemia,0
Anemia due to alloimmune destruction of transfused red cells,C1264526,SNOMEDCT_US,anemia,0
Anemia co-occurrent and due to chronic kidney disease stage 3,C4076096,SNOMEDCT_US,anemia,0
"Congenital sideroblastic anemia, B-cell immunodeficiency, periodic fever, developmental delay syndrome",C4707403,SNOMEDCT_US,anemia,0
"Autoimmune hemolytic anemia, categorized by antibody class AND/OR complement",C1264012,SNOMEDCT_US,anemia,0
Anemia in the puerperium - baby delivered during current episode of care,C0473327,SNOMEDCT_US,anemia,0
Anemia in the puerperium - baby delivered during previous episode of care,C0473325,SNOMEDCT_US,anemia,0
Hemolytic disease of fetus OR newborn due to ABO immunization,C0270202,MTH,anemia,0
Anemia due to disturbance of proliferation AND/OR differentiation of hematopoietic stem cells,C0271920,SNOMEDCT_US,anemia,0
Anemia due to disturbance of proliferation AND/OR differentiation of erythroid precursor cells,C0271921,SNOMEDCT_US,anemia,0
Hemolytic disease of fetus OR newborn due to RhD isoimmunization,C0158962,MTH,anemia,0
REVESZ SYNDROME (disorder),C1327916,MTH,anemia,0
Deficiency anemias,C0041782,SNOMEDCT_US,anemia,0
"Deficiency anemias, excluding iron",C0564735,SNOMEDCT_US,anemia,0
